userID;restaurantID;rating
{374318: 'User62201'};{374318: 'Restaurant13'};{374318: -3.11}
{113406: 'User34461'};{113406: 'Restaurant56'};{113406: -9.4775}
{914894: 'User72646'};{914894: 'Restaurant91'};{914894: -9.85}
{336822: 'User14710'};{336822: 'Restaurant9'};{336822: -7.62}
{1230288: 'User47281'};{1230288: 'Restaurant48'};{1230288: -9.5875}
{104189: 'User24901'};{104189: 'Restaurant8'};{104189: -9.85}
{497177: 'User69778'};{497177: 'Restaurant8'};{497177: -9.37}
{1677114: 'User14046'};{1677114: 'Restaurant70'};{1677114: -4.17}
{1157038: 'User44771'};{1157038: 'Restaurant79'};{1157038: -8.93}
{1168035: 'User67170'};{1168035: 'Restaurant18'};{1168035: 2.77}
{1250504: 'User38055'};{1250504: 'Restaurant55'};{1250504: -8.93}
{975106: 'User28634'};{975106: 'Restaurant72'};{975106: -9.42}
{1269580: 'User59343'};{1269580: 'Restaurant84'};{1269580: -9.13}
{1125330: 'User580'};{1125330: 'Restaurant36'};{1125330: -9.535}
{592511: 'User31316'};{592511: 'Restaurant49'};{592511: -8.74}
{1128331: 'User69743'};{1128331: 'Restaurant62'};{1128331: -9.51}
{687386: 'User9431'};{687386: 'Restaurant34'};{687386: -0.73}
{411494: 'User18018'};{411494: 'Restaurant54'};{411494: -4.13}
{818696: 'User59604'};{818696: 'Restaurant8'};{818696: 2.77}
{1244701: 'User8986'};{1244701: 'Restaurant60'};{1244701: -9.66}
{659523: 'User16399'};{659523: 'Restaurant32'};{659523: -9.56}
{342216: 'User26506'};{342216: 'Restaurant65'};{342216: -9.71}
{1409641: 'User28972'};{1409641: 'Restaurant56'};{1409641: 2.43}
{992755: 'User42166'};{992755: 'Restaurant94'};{992755: -9.3069}
{896904: 'User18571'};{896904: 'Restaurant95'};{896904: 3.275}
{1566189: 'User4120'};{1566189: 'Restaurant11'};{1566189: 3.0325}
{1427714: 'User7272'};{1427714: 'Restaurant27'};{1427714: 7.14}
{1767246: 'User25441'};{1767246: 'Restaurant11'};{1767246: -2.865}
{1155328: 'User12333'};{1155328: 'Restaurant19'};{1155328: -7.82}
{758399: 'User15798'};{758399: 'Restaurant23'};{758399: -9.56}
{1277849: 'User67371'};{1277849: 'Restaurant5'};{1277849: 4.9}
{873497: 'User45909'};{873497: 'Restaurant54'};{873497: 3.01}
{1001626: 'User38495'};{1001626: 'Restaurant61'};{1001626: -9.584}
{735958: 'User13721'};{735958: 'Restaurant56'};{735958: 0.7425}
{1313445: 'User38302'};{1313445: 'Restaurant37'};{1313445: -1.3225}
{636982: 'User59650'};{636982: 'Restaurant53'};{636982: -0.15}
{865007: 'User42718'};{865007: 'Restaurant80'};{865007: 0.094}
{1390944: 'User57401'};{1390944: 'Restaurant62'};{1390944: 6.65}
{551988: 'User38029'};{551988: 'Restaurant19'};{551988: -0.29}
{618814: 'User43138'};{618814: 'Restaurant26'};{618814: 1.6578}
{1862729: 'User3561'};{1862729: 'Restaurant12'};{1862729: 1.02}
{239670: 'User42071'};{239670: 'Restaurant87'};{239670: -2.625}
{422073: 'User15805'};{422073: 'Restaurant54'};{422073: 2.14}
{386337: 'User29801'};{386337: 'Restaurant9'};{386337: -2.77}
{753915: 'User62931'};{753915: 'Restaurant20'};{753915: -9.37}
{583993: 'User68964'};{583993: 'Restaurant7'};{583993: -2.91}
{384833: 'User61209'};{384833: 'Restaurant66'};{384833: -9.9}
{1819057: 'User36841'};{1819057: 'Restaurant5'};{1819057: 6.55}
{122200: 'User47113'};{122200: 'Restaurant63'};{122200: -9.8779}
{958041: 'User4040'};{958041: 'Restaurant23'};{958041: -9.8005}
{1027035: 'User29541'};{1027035: 'Restaurant15'};{1027035: -8.64}
{1634900: 'User42759'};{1634900: 'Restaurant45'};{1634900: -8.3}
{1224246: 'User63980'};{1224246: 'Restaurant88'};{1224246: -0.05}
{849689: 'User47139'};{849689: 'Restaurant31'};{849689: 3.4475}
{1329541: 'User70757'};{1329541: 'Restaurant27'};{1329541: -8.93}
{724489: 'User17429'};{724489: 'Restaurant54'};{724489: -8.91}
{200488: 'User31959'};{200488: 'Restaurant56'};{200488: -9.61}
{240289: 'User43295'};{240289: 'Restaurant88'};{240289: -9.7625}
{340511: 'User9551'};{340511: 'Restaurant65'};{340511: -9.3816}
{46122: 'User23595'};{46122: 'Restaurant13'};{46122: -1.07}
{330831: 'User32879'};{330831: 'Restaurant5'};{330831: -9.9}
{719093: 'User8818'};{719093: 'Restaurant38'};{719093: -9.78}
{1097704: 'User20922'};{1097704: 'Restaurant39'};{1097704: -9.76}
{765993: 'User53805'};{765993: 'Restaurant48'};{765993: 2.72}
{860881: 'User33928'};{860881: 'Restaurant5'};{860881: -9.81}
{1627656: 'User21849'};{1627656: 'Restaurant49'};{1627656: 4.66}
{1193121: 'User36288'};{1193121: 'Restaurant1'};{1193121: 3.59}
{1558002: 'User1045'};{1558002: 'Restaurant13'};{1558002: -0.87}
{769644: 'User41740'};{769644: 'Restaurant31'};{769644: 3.3625}
{585418: 'User10012'};{585418: 'Restaurant4'};{585418: -5.2925}
{750702: 'User67711'};{750702: 'Restaurant84'};{750702: -9.71}
{501730: 'User57090'};{501730: 'Restaurant79'};{501730: -9.635}
{1627452: 'User3166'};{1627452: 'Restaurant26'};{1627452: 0.58}
{1026870: 'User21923'};{1026870: 'Restaurant54'};{1026870: -9.25}
{1838568: 'User22643'};{1838568: 'Restaurant28'};{1838568: 3.88}
{412426: 'User37855'};{412426: 'Restaurant46'};{412426: -9.42}
{989318: 'User21224'};{989318: 'Restaurant46'};{989318: -9.85}
{767860: 'User39495'};{767860: 'Restaurant15'};{767860: -9.32}
{863036: 'User67846'};{863036: 'Restaurant62'};{863036: 4.85}
{419616: 'User23301'};{419616: 'Restaurant99'};{419616: -0.92}
{1298364: 'User32705'};{1298364: 'Restaurant19'};{1298364: -9.85}
{647705: 'User37274'};{647705: 'Restaurant88'};{647705: -0.34}
{695772: 'User38974'};{695772: 'Restaurant64'};{695772: -6.02}
{696598: 'User21276'};{696598: 'Restaurant29'};{696598: -9.61}
{417353: 'User29143'};{417353: 'Restaurant84'};{417353: -8.93}
{1877577: 'User17074'};{1877577: 'Restaurant9'};{1877577: -0.34}
{920011: 'User11305'};{920011: 'Restaurant49'};{920011: -9.47}
{59972: 'User36792'};{59972: 'Restaurant66'};{59972: 2.48}
{971078: 'User28692'};{971078: 'Restaurant28'};{971078: -8.3}
{141419: 'User29765'};{141419: 'Restaurant9'};{141419: 1.31}
{446115: 'User429'};{446115: 'Restaurant68'};{446115: 1.07}
{320695: 'User60913'};{320695: 'Restaurant7'};{320695: -0.05}
{1188202: 'User10170'};{1188202: 'Restaurant35'};{1188202: -8.35}
{711937: 'User39617'};{711937: 'Restaurant99'};{711937: -0.39}
{878585: 'User57729'};{878585: 'Restaurant49'};{878585: -9.37}
{39803: 'User28538'};{39803: 'Restaurant47'};{39803: 2.0067}
{316786: 'User53607'};{316786: 'Restaurant7'};{316786: -9.13}
{1662930: 'User19727'};{1662930: 'Restaurant36'};{1662930: 0.53}
{245554: 'User72341'};{245554: 'Restaurant27'};{245554: -9.13}
{110923: 'User43461'};{110923: 'Restaurant73'};{110923: -0.53}
{1042858: 'User29655'};{1042858: 'Restaurant27'};{1042858: 7.43}
{464619: 'User58779'};{464619: 'Restaurant36'};{464619: -9.56}
{1730016: 'User3766'};{1730016: 'Restaurant37'};{1730016: -7.33}
{1410520: 'User36711'};{1410520: 'Restaurant36'};{1410520: 6.02}
{1811182: 'User17903'};{1811182: 'Restaurant62'};{1811182: 4.56}
{1871557: 'User30676'};{1871557: 'Restaurant16'};{1871557: -4.17}
{530963: 'User16757'};{530963: 'Restaurant36'};{530963: -9.51}
{894518: 'User26951'};{894518: 'Restaurant47'};{894518: 0.29}
{1456321: 'User28084'};{1456321: 'Restaurant37'};{1456321: 0.49}
{1910367: 'User31685'};{1910367: 'Restaurant72'};{1910367: 0.3433}
{37370: 'User31778'};{37370: 'Restaurant68'};{37370: 1.7633}
{501406: 'User13234'};{501406: 'Restaurant80'};{501406: -3.9167}
{1535597: 'User25510'};{1535597: 'Restaurant92'};{1535597: 4.22}
{236709: 'User28162'};{236709: 'Restaurant45'};{236709: -0.3733}
{442333: 'User24130'};{442333: 'Restaurant47'};{442333: 1.6625}
{1235282: 'User16978'};{1235282: 'Restaurant70'};{1235282: -9.95}
{1052225: 'User5663'};{1052225: 'Restaurant66'};{1052225: 2.57}
{1288120: 'User41341'};{1288120: 'Restaurant79'};{1288120: 0.78}
{789207: 'User21641'};{789207: 'Restaurant27'};{789207: 6.02}
{331933: 'User46159'};{331933: 'Restaurant68'};{331933: 1.84}
{75821: 'User1738'};{75821: 'Restaurant4'};{75821: -1.65}
{338694: 'User17730'};{338694: 'Restaurant14'};{338694: -9.61}
{1219805: 'User25216'};{1219805: 'Restaurant98'};{1219805: 3.4}
{1779132: 'User1528'};{1779132: 'Restaurant32'};{1779132: 7.48}
{1059114: 'User36365'};{1059114: 'Restaurant40'};{1059114: 4.5133}
{923449: 'User32850'};{923449: 'Restaurant25'};{923449: 1.12}
{1789432: 'User43207'};{1789432: 'Restaurant51'};{1789432: -0.68}
{381305: 'User16415'};{381305: 'Restaurant61'};{381305: -4.755}
{594452: 'User58165'};{594452: 'Restaurant32'};{594452: -9.9}
{1909313: 'User43374'};{1909313: 'Restaurant48'};{1909313: -1.21}
{1571262: 'User9905'};{1571262: 'Restaurant34'};{1571262: 3.45}
{102208: 'User248'};{102208: 'Restaurant48'};{102208: -3.4}
{730661: 'User43350'};{730661: 'Restaurant98'};{730661: 4.85}
{303618: 'User3438'};{303618: 'Restaurant1'};{303618: -9.56}
{226657: 'User8367'};{226657: 'Restaurant50'};{226657: -9.632}
{332701: 'User30924'};{332701: 'Restaurant25'};{332701: -9.5483}
{1409296: 'User39776'};{1409296: 'Restaurant42'};{1409296: -1.0925}
{706969: 'User70513'};{706969: 'Restaurant7'};{706969: -3.79}
{857628: 'User18438'};{857628: 'Restaurant22'};{857628: 1.5275}
{449022: 'User32454'};{449022: 'Restaurant16'};{449022: 6.21}
{1418917: 'User30468'};{1418917: 'Restaurant75'};{1418917: -3.88}
{1768103: 'User1676'};{1768103: 'Restaurant9'};{1768103: -3.59}
{104538: 'User3668'};{104538: 'Restaurant33'};{104538: -8.5319}
{458346: 'User43412'};{458346: 'Restaurant63'};{458346: -9.42}
{1581997: 'User72966'};{1581997: 'Restaurant49'};{1581997: 0.35}
{1250322: 'User44525'};{1250322: 'Restaurant18'};{1250322: -9.71}
{167617: 'User42698'};{167617: 'Restaurant58'};{167617: -9.47}
{482514: 'User48081'};{482514: 'Restaurant49'};{482514: -9.66}
{105659: 'User70208'};{105659: 'Restaurant16'};{105659: -8.79}
{1119203: 'User63550'};{1119203: 'Restaurant62'};{1119203: -1.46}
{1059443: 'User4277'};{1059443: 'Restaurant63'};{1059443: 7.14}
{167616: 'User42698'};{167616: 'Restaurant2'};{167616: -9.4167}
{872173: 'User5875'};{872173: 'Restaurant74'};{872173: -8.6274}
{82062: 'User4237'};{82062: 'Restaurant6'};{82062: -9.27}
{1857054: 'User44747'};{1857054: 'Restaurant16'};{1857054: -2.96}
{1638331: 'User55674'};{1638331: 'Restaurant15'};{1638331: -6.31}
{1465661: 'User35564'};{1465661: 'Restaurant85'};{1465661: 1.8}
{1257501: 'User31678'};{1257501: 'Restaurant42'};{1257501: -9.85}
{697264: 'User291'};{697264: 'Restaurant89'};{697264: -9.51}
{708192: 'User32116'};{708192: 'Restaurant97'};{708192: -9.7752}
{165772: 'User1624'};{165772: 'Restaurant78'};{165772: 2.7407}
{938608: 'User18054'};{938608: 'Restaurant22'};{938608: -1.8933}
{209904: 'User67538'};{209904: 'Restaurant17'};{209904: -9.9}
{1329166: 'User58560'};{1329166: 'Restaurant18'};{1329166: -9.81}
{798658: 'User29641'};{798658: 'Restaurant94'};{798658: -0.875}
{59478: 'User42348'};{59478: 'Restaurant68'};{59478: 8.69}
{698554: 'User9241'};{698554: 'Restaurant72'};{698554: -9.95}
{1277572: 'User4074'};{1277572: 'Restaurant24'};{1277572: -9.37}
{61924: 'User42874'};{61924: 'Restaurant48'};{61924: 3.5}
{1083: 'User60903'};{1083: 'Restaurant39'};{1083: -0.2875}
{1215712: 'User13338'};{1215712: 'Restaurant53'};{1215712: -0.19}
{666902: 'User30679'};{666902: 'Restaurant82'};{666902: -4.9033}
{511105: 'User47818'};{511105: 'Restaurant24'};{511105: -7.82}
{267407: 'User65693'};{267407: 'Restaurant85'};{267407: -9.03}
{1320359: 'User3710'};{1320359: 'Restaurant55'};{1320359: 1.5}
{513525: 'User41836'};{513525: 'Restaurant50'};{513525: 6.89}
{1432278: 'User41738'};{1432278: 'Restaurant10'};{1432278: 0.12}
{1252136: 'User47927'};{1252136: 'Restaurant63'};{1252136: -9.565}
{810843: 'User6727'};{810843: 'Restaurant39'};{810843: -3.69}
{1670264: 'User26555'};{1670264: 'Restaurant96'};{1670264: 3.01}
{1724751: 'User24512'};{1724751: 'Restaurant55'};{1724751: 4.51}
{861670: 'User11348'};{861670: 'Restaurant12'};{861670: -6.17}
{374423: 'User2526'};{374423: 'Restaurant15'};{374423: -3.59}
{542582: 'User30089'};{542582: 'Restaurant69'};{542582: 5.1}
{1101288: 'User59596'};{1101288: 'Restaurant18'};{1101288: -9.61}
{1063885: 'User8104'};{1063885: 'Restaurant22'};{1063885: 0.91}
{166982: 'User42078'};{166982: 'Restaurant16'};{166982: -9.17}
{330300: 'User34691'};{330300: 'Restaurant2'};{330300: 2.77}
{170382: 'User1956'};{170382: 'Restaurant46'};{170382: -1.5775}
{112949: 'User51803'};{112949: 'Restaurant50'};{112949: 4.66}
{250288: 'User35010'};{250288: 'Restaurant30'};{250288: -9.585}
{1744534: 'User31750'};{1744534: 'Restaurant70'};{1744534: -0.73}
{582650: 'User10718'};{582650: 'Restaurant70'};{582650: 1.275}
{1236496: 'User20945'};{1236496: 'Restaurant69'};{1236496: -9.37}
{1324679: 'User28531'};{1324679: 'Restaurant11'};{1324679: -9.66}
{377820: 'User46855'};{377820: 'Restaurant67'};{377820: 1.36}
{247155: 'User24808'};{247155: 'Restaurant73'};{247155: -9.27}
{1828389: 'User31229'};{1828389: 'Restaurant20'};{1828389: -0.83}
{838053: 'User5024'};{838053: 'Restaurant55'};{838053: -9.48}
{1465670: 'User27390'};{1465670: 'Restaurant79'};{1465670: 1.75}
{830007: 'User13413'};{830007: 'Restaurant9'};{830007: -9.08}
{1225856: 'User25194'};{1225856: 'Restaurant57'};{1225856: -8.93}
{1092523: 'User6395'};{1092523: 'Restaurant2'};{1092523: -9.5467}
{605398: 'User8249'};{605398: 'Restaurant69'};{605398: 2.67}
{255972: 'User25933'};{255972: 'Restaurant18'};{255972: -9.61}
{1147351: 'User69456'};{1147351: 'Restaurant5'};{1147351: 2.23}
{1729690: 'User2420'};{1729690: 'Restaurant56'};{1729690: -0.63}
{273458: 'User51468'};{273458: 'Restaurant18'};{273458: -9.47}
{1457772: 'User33598'};{1457772: 'Restaurant8'};{1457772: -4.76}
{1068037: 'User47551'};{1068037: 'Restaurant95'};{1068037: -2.52}
{324015: 'User60470'};{324015: 'Restaurant17'};{324015: -9.95}
{38005: 'User26061'};{38005: 'Restaurant10'};{38005: -9.22}
{1310521: 'User24180'};{1310521: 'Restaurant34'};{1310521: 9.17}
{575910: 'User59409'};{575910: 'Restaurant32'};{575910: 0.24}
{1375285: 'User29686'};{1375285: 'Restaurant37'};{1375285: -5.68}
{1812584: 'User28777'};{1812584: 'Restaurant11'};{1812584: 0.358}
{1684842: 'User15809'};{1684842: 'Restaurant23'};{1684842: -0.1}
{1591649: 'User44024'};{1591649: 'Restaurant48'};{1591649: 5.39}
{1437632: 'User2632'};{1437632: 'Restaurant27'};{1437632: 2.18}
{452135: 'User16040'};{452135: 'Restaurant14'};{452135: -8.3083}
{356251: 'User14564'};{356251: 'Restaurant9'};{356251: -0.24}
{1202599: 'User29527'};{1202599: 'Restaurant73'};{1202599: 0.0}
{1112085: 'User11147'};{1112085: 'Restaurant20'};{1112085: 8.25}
{544117: 'User14168'};{544117: 'Restaurant53'};{544117: 6.65}
{61339: 'User14870'};{61339: 'Restaurant24'};{61339: -0.05}
{1610263: 'User34474'};{1610263: 'Restaurant13'};{1610263: -6.84}
{372399: 'User8759'};{372399: 'Restaurant12'};{372399: -0.51}
{1077396: 'User47057'};{1077396: 'Restaurant46'};{1077396: -8.7243}
{1702240: 'User48157'};{1702240: 'Restaurant3'};{1702240: -0.15}
{601100: 'User47015'};{601100: 'Restaurant33'};{601100: 0.1}
{1131834: 'User19855'};{1131834: 'Restaurant14'};{1131834: -9.42}
{1652206: 'User36789'};{1652206: 'Restaurant68'};{1652206: 3.195}
{1256357: 'User19905'};{1256357: 'Restaurant24'};{1256357: -0.78}
{1204650: 'User2614'};{1204650: 'Restaurant63'};{1204650: -0.0225}
{935063: 'User23747'};{935063: 'Restaurant48'};{935063: -9.8682}
{564022: 'User35567'};{564022: 'Restaurant87'};{564022: -1.31}
{61782: 'User14714'};{61782: 'Restaurant22'};{61782: -0.94}
{124157: 'User8931'};{124157: 'Restaurant24'};{124157: -6.36}
{490381: 'User27467'};{490381: 'Restaurant27'};{490381: -8.16}
{1221945: 'User43998'};{1221945: 'Restaurant60'};{1221945: -9.59}
{491199: 'User43525'};{491199: 'Restaurant13'};{491199: -9.85}
{1055747: 'User16752'};{1055747: 'Restaurant67'};{1055747: -9.76}
{1236722: 'User26680'};{1236722: 'Restaurant62'};{1236722: -9.27}
{1171376: 'User42083'};{1171376: 'Restaurant25'};{1171376: -1.7}
{442002: 'User42406'};{442002: 'Restaurant65'};{442002: -5.97}
{1558362: 'User29497'};{1558362: 'Restaurant11'};{1558362: 0.425}
{674792: 'User27270'};{674792: 'Restaurant33'};{674792: -9.4333}
{2366: 'User30336'};{2366: 'Restaurant15'};{2366: -9.272}
{1121182: 'User8715'};{1121182: 'Restaurant32'};{1121182: -9.51}
{1217873: 'User17741'};{1217873: 'Restaurant28'};{1217873: -8.3}
{103683: 'User26051'};{103683: 'Restaurant87'};{103683: 3.6228}
{1687645: 'User45129'};{1687645: 'Restaurant15'};{1687645: -5.73}
{180185: 'User32983'};{180185: 'Restaurant42'};{180185: -9.76}
{974667: 'User10559'};{974667: 'Restaurant18'};{974667: -9.76}
{1210844: 'User23483'};{1210844: 'Restaurant36'};{1210844: 3.7775}
{530804: 'User563'};{530804: 'Restaurant68'};{530804: 3.0475}
{244245: 'User42599'};{244245: 'Restaurant8'};{244245: -6.17}
{1059609: 'User43533'};{1059609: 'Restaurant52'};{1059609: -9.2475}
{1905326: 'User42239'};{1905326: 'Restaurant43'};{1905326: -0.92}
{1185366: 'User21144'};{1185366: 'Restaurant81'};{1185366: -9.3298}
{1773734: 'User12252'};{1773734: 'Restaurant69'};{1773734: 0.8382}
{147884: 'User31204'};{147884: 'Restaurant86'};{147884: -8.01}
{1335271: 'User40859'};{1335271: 'Restaurant17'};{1335271: 1.84}
{612030: 'User54427'};{612030: 'Restaurant32'};{612030: -9.9}
{361736: 'User7064'};{361736: 'Restaurant60'};{361736: 2.57}
{462390: 'User61049'};{462390: 'Restaurant8'};{462390: -9.9}
{1282469: 'User37171'};{1282469: 'Restaurant45'};{1282469: -2.52}
{1259495: 'User26579'};{1259495: 'Restaurant47'};{1259495: 0.23}
{996782: 'User21614'};{996782: 'Restaurant5'};{996782: -7.48}
{889456: 'User8629'};{889456: 'Restaurant23'};{889456: -0.73}
{350767: 'User28168'};{350767: 'Restaurant58'};{350767: -9.13}
{176860: 'User33122'};{176860: 'Restaurant62'};{176860: 9.08}
{1133161: 'User18869'};{1133161: 'Restaurant46'};{1133161: -3.5}
{196614: 'User20696'};{196614: 'Restaurant65'};{196614: -1.36}
{1328110: 'User58036'};{1328110: 'Restaurant26'};{1328110: -7.89}
{782756: 'User34975'};{782756: 'Restaurant74'};{782756: -9.635}
{1385189: 'User69821'};{1385189: 'Restaurant5'};{1385189: -4.37}
{351238: 'User27963'};{351238: 'Restaurant12'};{351238: -0.145}
{979124: 'User34965'};{979124: 'Restaurant43'};{979124: -9.7452}
{709072: 'User48068'};{709072: 'Restaurant18'};{709072: -9.17}
{854949: 'User34642'};{854949: 'Restaurant44'};{854949: -6.525}
{1522154: 'User27619'};{1522154: 'Restaurant48'};{1522154: 2.06}
